marka;model;paket;tamad
AUDI;A5;COUPE 2.0 TFSI (211) MULTITRONIC;A5 COUPE 2.0 TFSI (211) MULTITRONIC
AUDI;A5;COUPE 2.0 TFSI (211) QUATTRO;A5 COUPE 2.0 TFSI (211) QUATTRO
AUDI;A5;COUPE 3.0 TDI QUATTRO TIPTRONIC;A5 COUPE 3.0 TDI QUATTRO TIPTRONIC
AUDI;A5;COUPE 3.2 FSI QUATTRO TIPTRONIC;A5 COUPE 3.2 FSI QUATTRO TIPTRONIC
AUDI;S5;COUPE 4.2 QUATTRO TIPTRONIC;S5 COUPE 4.2 QUATTRO TIPTRONIC
AUDI;Q5;2.0 TDI QUATTRO 170;Q5 2.0 TDI QUATTRO 170
AUDI;Q5;2.0 TDI QUATTRO 170 S TRONIC;Q5 2.0 TDI QUATTRO 170 S TRONIC
AUDI;Q5;2.0 TFSI QUATTRO 211 S TRONIC;Q5 2.0 TFSI QUATTRO 211 S TRONIC
AUDI;Q5;3.0 TDI QUATTRO S TRONIC;Q5 3.0 TDI QUATTRO S TRONIC
AUDI;A3;1.8 TFSI QUATTRO;A3 1.8 TFSI QUATTRO
AUDI;A3;2.0 TFSI QUATTRO S TRONIC AMBITION;A3 2.0 TFSI QUATTRO S TRONIC AMBITION
AUDI;A3;SPORTBACK 1.8 TFSI QUATTRO;A3 SPORTBACK 1.8 TFSI QUATTRO
AUDI;A3;SPORTBACK 2.0 TFSI QUATTRO S TRONIC;A3 SPORTBACK 2.0 TFSI QUATTRO S TRONIC
AUDI;S3;SPORTBACK 2.0 TFSI QUATTRO;S3 SPORTBACK 2.0 TFSI QUATTRO
AUDI;A3;CABRIOLET 1.6;A3 CABRIOLET 1.6
AUDI;A4;1.8 TFSI (120) MULTITRONIC;A4 1.8 TFSI (120) MULTITRONIC
AUDI;A2;2.0 TFSI (211) QUATTRO S TRONIC;A2 2.0 TFSI (211) QUATTRO S TRONIC
AUDI;A4;AVANT 1.8 TFSI (120) MULTITRONIC;A4 AVANT 1.8 TFSI (120) MULTITRONIC
AUDI;A4;AVANT 2.0 TFSI (211) QUATTRO S TRONIC;A4 AVANT 2.0 TFSI (211) QUATTRO S TRONIC
AUDI;A6;3.0 TFSI QUATTRO TIPTRONIC;A6 3.0 TFSI QUATTRO TIPTRONIC
AUDI;RS6;5.0 (580);RS6 5.0 (580)
AUDI;RS6;AVANT 5.0 (580);RS6 AVANT 5.0 (580)
AUDI;TT;COUPE 1.8 TFSI (160);TT COUPE 1.8 TFSI (160)
AUDI;TT;COUPE 2.0 TDI QUATTRO (170);TT COUPE 2.0 TDI QUATTRO (170)
AUDI;TT;ROADSTAR 2.0 TDI QUATTRO;TT ROADSTAR 2.0 TDI QUATTRO
AUDI;TT;ROADSTAR 2.0 TFSI QUATTRO;TT ROADSTAR 2.0 TFSI QUATTRO
AUDI;TT;ROADSTAR 2.0 TFSI QUATTRO S TRONIC;TT ROADSTAR 2.0 TFSI QUATTRO S TRONIC
AUDI;A6;2.0 TDI (170) MULTITRONIC;A6 2.0 TDI (170) MULTITRONIC
AUDI;A6;2.8 FSI (220) MULTITRONIC;A6 2.8 FSI (220) MULTITRONIC
AUDI;S4;QUATTRO S TRONIC;S4 QUATTRO S TRONIC
AUDI;A4;AVANT 1.8 TFSI (160) MULTITRONIC;A4 AVANT 1.8 TFSI (160) MULTITRONIC
AUDI;S4;AVANT S TRONIC;S4 AVANT S TRONIC
AUDI;A4;ALLROAD QUATTRO 2.0 TFSI 211 S TRONIC;A4 ALLROAD QUATTRO 2.0 TFSI 211 S TRONIC
AUDI;A4;ALLROAD QUATTRO 2.0 TDI (170);A4 ALLROAD QUATTRO 2.0 TDI (170)
AUDI;A4;ALLROAD QUATTRO 3.0 TDI 240 S TRONIC;A4 ALLROAD QUATTRO 3.0 TDI 240 S TRONIC
AUDI;A5;COUPE 2.0 TFSI (211) QUATTRO S TRONIC;A5 COUPE 2.0 TFSI (211) QUATTRO S TRONIC
AUDI;A5;COUPE 2.0 TDI (170) QUATTRO;A5 COUPE 2.0 TDI (170) QUATTRO
AUDI;A5;CABRIOLET 2.0 TFSI (180) MULTITRONIC;A5 CABRIOLET 2.0 TFSI (180) MULTITRONIC
AUDI;A5;CABRIOLET 2.0 TFSI (211) MULTITRONIC;A5 CABRIOLET 2.0 TFSI (211) MULTITRONIC
AUDI;A5;CABRIOLET 2.0 TFSI 211 QUATTRO S TRON;A5 CABRIOLET 2.0 TFSI 211 QUATTRO S TRON
AUDI;A5;CABRIOLET 2.7 TDI MULTITRONIC;A5 CABRIOLET 2.7 TDI MULTITRONIC
AUDI;A5;CABRIOLET 3.0 TDI QUATTRO S TRONIC;A5 CABRIOLET 3.0 TDI QUATTRO S TRONIC
AUDI;A5;CABRIOLET 3.2 FSI QUATTRO S TRONIC;A5 CABRIOLET 3.2 FSI QUATTRO S TRONIC
AUDI;S5;CABRIOLET S TRONIC;S5 CABRIOLET S TRONIC
AUDI;TT;ROADSTAR 1.8 TFSI (160);TT ROADSTAR 1.8 TFSI (160)
AUDI;A5;SPORTBACK 2.0 TFSI (180);A5 SPORTBACK 2.0 TFSI (180)
AUDI;A5;SPORTBACK 2.0 TFSI (180) MULTITRONIC;A5 SPORTBACK 2.0 TFSI (180) MULTITRONIC
AUDI;A5;SPORTBACK 2.0 TFSI (211) QUATTO S TRO;A5 SPORTBACK 2.0 TFSI (211) QUATTO S TRO
AUDI;A5;SPORTBACK 2.0 TDI (143) MULTITRONIC;A5 SPORTBACK 2.0 TDI (143) MULTITRONIC
AUDI;A5;SPORTBACK 2.0 TDI (170) QUATTRO;A5 SPORTBACK 2.0 TDI (170) QUATTRO
AUDI;A5;SPORTBACK 3.0 TDI QUATTRO S TRONIC;A5 SPORTBACK 3.0 TDI QUATTRO S TRONIC
AUDI;A5;SPORTBACK 3.2 FSI QUATTRO S TRONIC;A5 SPORTBACK 3.2 FSI QUATTRO S TRONIC
AUDI;S5;SPORTBACK 3.0 S TRONIC;S5 SPORTBACK 3.0 S TRONIC
AUDI;Q7;6.0 V12 TDI  QUATTRO TIPTRONIC;Q7 6.0 V12 TDI  QUATTRO TIPTRONIC
AUDI;A6;AVANT 2.0 TDI MULTITRONIC (170);A6 AVANT 2.0 TDI MULTITRONIC (170)
AUDI;A6;AVANT 3.0 TFSI QUATTRO TIPTRONIC;A6 AVANT 3.0 TFSI QUATTRO TIPTRONIC
AUDI;R8;5.2 FSI QUATTRO;R8 5.2 FSI QUATTRO
AUDI;R8;5.2 FSI QUATTRO R TRONIC;R8 5.2 FSI QUATTRO R TRONIC
AUDI;A5;CABROLET 1.8 TFSI;A5 CABROLET 1.8 TFSI
AUDI;A5;CABROLET 1.8 TFSI MULTITRONIC;A5 CABROLET 1.8 TFSI MULTITRONIC
AUDI;A8;4.2 TDI QUATTRO TIPTRONIC;A8 4.2 TDI QUATTRO TIPTRONIC
AUDI;A1;1.4 TFSI (122);A1 1.4 TFSI (122)
AUDI;A1;1.4 TFSI (122) STRONIC;A1 1.4 TFSI (122) STRONIC
AUDI;A1;1.6 TDI (105);A1 1.6 TDI (105)
AUDI;A3;1.6 TDI STRONIC;A3 1.6 TDI STRONIC
AUDI;A3;SPORTBACK 1.6 TDI STRONIC;A3 SPORTBACK 1.6 TDI STRONIC
AUDI;A5;SPORTBACK 1.8 TFSI (160);A5 SPORTBACK 1.8 TFSI (160)
AUDI;A7;SPORTBACK 3.0 TFSI (300) QUATTRO STRO;A7 SPORTBACK 3.0 TFSI (300) QUATTRO STRO
AUDI;A7;SPORTBACK 3.0 TDI (245) QUATTRO STRON;A7 SPORTBACK 3.0 TDI (245) QUATTRO STRON
AUDI;A8;3.0 TFSI QUATTRO TIPTRONIC;A8 3.0 TFSI QUATTRO TIPTRONIC
AUDI;A8;L 3.0 TFSI QUATTRO TIPTRONIC;A8 L 3.0 TFSI QUATTRO TIPTRONIC
AUDI;A8;L 4.2 TDI QUATTRO TIPTRONIC;A8 L 4.2 TDI QUATTRO TIPTRONIC
AUDI;A1;1.2 TFSI (86);A1 1.2 TFSI (86)
AUDI;A1;1.4 TFSI (185) S TRONIC;A1 1.4 TFSI (185) S TRONIC
AUDI;A4;2.0 TDI (143) MULTITRONIC;A4 2.0 TDI (143) MULTITRONIC
AUDI;A4;AVANT 2.0 TDI (143) MULTITRONIC;A4 AVANT 2.0 TDI (143) MULTITRONIC
AUDI;A3;1.2 TFSI (105);A3 1.2 TFSI (105)
AUDI;A3;1.2 TFSI (105) S TRONIC;A3 1.2 TFSI (105) S TRONIC
AUDI;A3;SPORTBACK 1.2 TFSI (105);A3 SPORTBACK 1.2 TFSI (105)
AUDI;A3;SPORTBACK 1.2 TFSI (105) S TRONIC;A3 SPORTBACK 1.2 TFSI (105) S TRONIC
AUDI;A6;3.0 TFSI QUATTRO STRONIC;A6 3.0 TFSI QUATTRO STRONIC
AUDI;A6;3.0 TDI QUATTRO STRONIC;A6 3.0 TDI QUATTRO STRONIC
AUDI;A6;2.0 TDI (177) MULTITRONIC;A6 2.0 TDI (177) MULTITRONIC
AUDI;A8;L W12 6.3 FSI QUATTRO TIPTRONIC;A8 L W12 6.3 FSI QUATTRO TIPTRONIC
AUDI;RS3;SPORTBACK;RS3 SPORTBACK
AUDI;A3;CABRIOLET 1.2 TFSI (105);A3 CABRIOLET 1.2 TFSI (105)
AUDI;A3;CABRIOLET 1.6 TDI (105);A3 CABRIOLET 1.6 TDI (105)
AUDI;RS5;4.2 FSI;RS5 4.2 FSI
AUDI;Q3;2.0 TDI QUATTRO STRONIC (177);Q3 2.0 TDI QUATTRO STRONIC (177)
AUDI;Q7;4.2 TDI QUATTRO TIPTRONIC;Q7 4.2 TDI QUATTRO TIPTRONIC
AUDI;TT;COUPE 2.0 TFSI QUATTRO S TRONIC;TT COUPE 2.0 TFSI QUATTRO S TRONIC
AUDI;TT;RS COUPE;TT RS COUPE
AUDI;TT;RS COUPE S TRONIC;TT RS COUPE S TRONIC
AUDI;TT;RS ROADSTAR;TT RS ROADSTAR
AUDI;TT;RS ROADSTAR S TRONIC;TT RS ROADSTAR S TRONIC
AUDI;R8;SPYDER  4.2 FSI;R8 SPYDER  4.2 FSI
AUDI;R8;SPYDER 4.2 FSI R TRONIC;R8 SPYDER 4.2 FSI R TRONIC
AUDI;R8;SPYDER 5.2 FSI QUATTRO;R8 SPYDER 5.2 FSI QUATTRO
AUDI;R8;SPYDER 5.2 FSI QUATTRO R TRONIC;R8 SPYDER 5.2 FSI QUATTRO R TRONIC
AUDI;S3;S TRONIC;S3 S TRONIC
AUDI;A6;AVANT 3.0 TFSI QUATTRO S TRONIC;A6 AVANT 3.0 TFSI QUATTRO S TRONIC
AUDI;A6;AVANT 2.0 TDI (177) MULTITRONIC;A6 AVANT 2.0 TDI (177) MULTITRONIC
AUDI;A6;AVANT 3.0 TDI QUATTRO S TRONIC;A6 AVANT 3.0 TDI QUATTRO S TRONIC
AUDI;TT;COUPE 1.8 TFSI STRONIC (160);TT COUPE 1.8 TFSI STRONIC (160)
AUDI;TT;ROADSTAR 1.8 TFSI S TRONIC (160);TT ROADSTAR 1.8 TFSI S TRONIC (160)
AUDI;TT;ROADSTAR 2.0 TDI QUATTRO S TRONIC (170);TT ROADSTAR 2.0 TDI QUATTRO S TRONIC (170)
AUDI;TT;ROASTAR 2.0 TFSI S TRONIC (211);TT ROASTAR 2.0 TFSI S TRONIC (211)
AUDI;TT;ROADSTAR 2.0 TFSI QUATTRO S TRONIC (211);TT ROADSTAR 2.0 TFSI QUATTRO S TRONIC (211)
AUDI;TT;COUPE 2.0 TDI (170) QUATTRO S TRONIC;TT COUPE 2.0 TDI (170) QUATTRO S TRONIC
AUDI;A5;COUPE 2.0 TDI (177) MULTIRONIC;A5 COUPE 2.0 TDI (177) MULTIRONIC
AUDI;A5;SPORTBACK 2.0 TDI (177) MULTITRONIC;A5 SPORTBACK 2.0 TDI (177) MULTITRONIC
AUDI;A4;1.8 TFSI 170 MULTITRONIC PI;A4 1.8 TFSI 170 MULTITRONIC PI
AUDI;A4;2.0 TFSI 211 QUATTRO S TRONIC PI;A4 2.0 TFSI 211 QUATTRO S TRONIC PI
AUDI;A4;2.0 TDI 177 MULTITRONIC PI;A4 2.0 TDI 177 MULTITRONIC PI
AUDI;S4;S TRONIC PI;S4 S TRONIC PI
AUDI;A4;AVANT 1.8 TFSI 170 MULTITRONIC PI;A4 AVANT 1.8 TFSI 170 MULTITRONIC PI
AUDI;A4;AVANT 2.0 TFSI 211 QUATTRO S TRONIC PI;A4 AVANT 2.0 TFSI 211 QUATTRO S TRONIC PI
AUDI;A4;AVANT 2.0 TDI 177 MULTITRONIC PI;A4 AVANT 2.0 TDI 177 MULTITRONIC PI
AUDI;S4;AVANT S TRONIC PI;S4 AVANT S TRONIC PI
AUDI;S5;3.0 TFSI QUATTRO S TRONIC;S5 3.0 TFSI QUATTRO S TRONIC
AUDI;A1;SPORTBACK 1.2 TFSI (86);A1 SPORTBACK 1.2 TFSI (86)
AUDI;A1;SPORTBACK 1.4 TFSI (122) S TRONIC;A1 SPORTBACK 1.4 TFSI (122) S TRONIC
AUDI;A1;SPORTBACK 1.4 TFSI (185) S TRONIC;A1 SPORTBACK 1.4 TFSI (185) S TRONIC
AUDI;A1;SPORTBACK 1.6 TDI (90) S TRONIC;A1 SPORTBACK 1.6 TDI (90) S TRONIC
AUDI;A5;COUPE 1.8 TFSI (170) MULTITRONIC PI;A5 COUPE 1.8 TFSI (170) MULTITRONIC PI
AUDI;A5;COUPE 2.0 TFSI (211) QUATTRO S TRONIC PI;A5 COUPE 2.0 TFSI (211) QUATTRO S TRONIC PI
AUDI;A5;COUPE 2.0 TDI (177) MULTITRONIC;A5 COUPE 2.0 TDI (177) MULTITRONIC
AUDI;S5;COUPE PI;S5 COUPE PI
AUDI;RS5;PI;RS5 PI
AUDI;A5;SPORTBACK 2.0 TFSI 211 QUATTRO S TRONIC PI;A5 SPORTBACK 2.0 TFSI 211 QUATTRO S TRONIC PI
AUDI;A5;SPORTBACK 2.0 TDI (177) MULTITRONIC PI;A5 SPORTBACK 2.0 TDI (177) MULTITRONIC PI
AUDI;S5;SPORTBACK PI;S5 SPORTBACK PI
AUDI;A8;L 3.0 TDI (250) QUATTRO TIPTRONIC;A8 L 3.0 TDI (250) QUATTRO TIPTRONIC
AUDI;S3;SPORTBACK S TRONIC;S3 SPORTBACK S TRONIC
AUDI;A4;ALLROAD 2.0 TDI 177 QUATTRO S TRONIC PI;A4 ALLROAD 2.0 TDI 177 QUATTRO S TRONIC PI
AUDI;A4;ALLROAD 2.0 TFSI 211 QUATTRO S TRONIC;A4 ALLROAD 2.0 TFSI 211 QUATTRO S TRONIC
AUDI;A5;CABRIO 1.8 TFSI 170 MULTITRONIC;A5 CABRIO 1.8 TFSI 170 MULTITRONIC
AUDI;A5;CABRIO 2.0 TFSI 211 QUATTRO S TRONIC PI;A5 CABRIO 2.0 TFSI 211 QUATTRO S TRONIC PI
AUDI;A5;CABRIO 2.0 TDI 177 MULTITRONIC PI;A5 CABRIO 2.0 TDI 177 MULTITRONIC PI
AUDI;S5;CABRIO PI;S5 CABRIO PI
AUDI;S6;4.0 TFSI 420 QUATTRO S TRONIC;S6 4.0 TFSI 420 QUATTRO S TRONIC
AUDI;S6;AVANT 4.0 TFSI 420 QUATTRO S TRONIC;S6 AVANT 4.0 TFSI 420 QUATTRO S TRONIC
AUDI;S7;SPORTBACK 4.0 TFSI 420 QUATTRO S TRONIC;S7 SPORTBACK 4.0 TFSI 420 QUATTRO S TRONIC
AUDI;S8;4.0 TFSI 520 QUATTRO TIPTRONIC;S8 4.0 TFSI 520 QUATTRO TIPTRONIC
AUDI;A3;1.4 TFSI 122 ATTRACTION S TRONIC;A3 1.4 TFSI 122 ATTRACTION S TRONIC
AUDI;A3;1.4 TFSI 122 AMBITION S TRONIC;A3 1.4 TFSI 122 AMBITION S TRONIC
AUDI;A3;1.4 TFSI 122 AMBIENTE S TRONIC;A3 1.4 TFSI 122 AMBIENTE S TRONIC
AUDI;A3;1.6 TDI 105 ATTRACTION S TRONIC;A3 1.6 TDI 105 ATTRACTION S TRONIC
AUDI;A3;1.6 TDI 105 AMBITION S TRONIC;A3 1.6 TDI 105 AMBITION S TRONIC
AUDI;A3;1.6 TDI 105 AMBIENTE S TRONIC;A3 1.6 TDI 105 AMBIENTE S TRONIC
AUDI;RS4;AVANT PI;RS4 AVANT PI
AUDI;Q5;2.0 TFSI 225 QUATTRO S TRONIC PI;Q5 2.0 TFSI 225 QUATTRO S TRONIC PI
AUDI;TTRS;PLUS COUPE S TRONIC;TTRS PLUS COUPE S TRONIC
AUDI;Q5;2.0 TDI 177 QUATTRO S TRONIC PI;Q5 2.0 TDI 177 QUATTRO S TRONIC PI
AUDI;A1;SPORTBACK 1.4 TFSI 185 AMBITION S TRONIC;A1 SPORTBACK 1.4 TFSI 185 AMBITION S TRONIC
AUDI;A6;3.0 TDI 313 QUATTRO TIPTRONIC;A6 3.0 TDI 313 QUATTRO TIPTRONIC
AUDI;A6;AVANT 3.0 TDI 313 QUATTRO TIPTRONIC;A6 AVANT 3.0 TDI 313 QUATTRO TIPTRONIC
AUDI;A5;SPORTBACK 2.0 TDI 177 QUATTRO S TRONIC PI;A5 SPORTBACK 2.0 TDI 177 QUATTRO S TRONIC PI
AUDI;A7;SPORTBACK 3.0 TFSI 310 QUATTRO S TRONIC;A7 SPORTBACK 3.0 TFSI 310 QUATTRO S TRONIC
AUDI;A7;SPORTBACK 3.0 TDI 245 QUATTRO TIPTRONIC;A7 SPORTBACK 3.0 TDI 245 QUATTRO TIPTRONIC
AUDI;A7;SPORTBACK 3.0 TDI 313 QUATTRO TIPTRONIC;A7 SPORTBACK 3.0 TDI 313 QUATTRO TIPTRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 122 ATTRACTION S TRONIC;A3 SPORTBACK 1.4 TFSI 122 ATTRACTION S TRONIC
AUDI;A3;SPORTBACK 1.6 TDI 105 ATTRACTION S TRONIC;A3 SPORTBACK 1.6 TDI 105 ATTRACTION S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 122 AMBITION S TRONIC;A3 SPORTBACK 1.4 TFSI 122 AMBITION S TRONIC
AUDI;A3;1.4 TFSI ATTRACTION (122);A3 1.4 TFSI ATTRACTION (122)
AUDI;A4;2.0 TDI 177 QUATTRO S TRONIC PI;A4 2.0 TDI 177 QUATTRO S TRONIC PI
AUDI;A3;1.4 TFSI 140 ATTRACTION S TRONIC;A3 1.4 TFSI 140 ATTRACTION S TRONIC
AUDI;S3;2.0 TFSI 280 QUATTRO S TRONIC;S3 2.0 TFSI 280 QUATTRO S TRONIC
AUDI;S3;SPORTBACK 2.0 TFSI 280 QUATTRO S TRONIC;S3 SPORTBACK 2.0 TFSI 280 QUATTRO S TRONIC
AUDI;A4;2.0 TDI 150 MULTITRONIC PI;A4 2.0 TDI 150 MULTITRONIC PI
AUDI;A4;AVANT 2.0 TDI 177 QUATTRO S TRONIC PI;A4 AVANT 2.0 TDI 177 QUATTRO S TRONIC PI
AUDI;A5;COUPE 2.0 TDI 177 QUATTRO S TRONIC PI;A5 COUPE 2.0 TDI 177 QUATTRO S TRONIC PI
AUDI;A6;2.0 TFSI 180 MULTITRONIC;A6 2.0 TFSI 180 MULTITRONIC
AUDI;RS6;AVANT 4.0 TFSI 560 QUATTRO TIPTRONIC;RS6 AVANT 4.0 TFSI 560 QUATTRO TIPTRONIC
AUDI;A6;ALLROAD 3.0 TDI 313 QUATTRO TIPTRONIC;A6 ALLROAD 3.0 TDI 313 QUATTRO TIPTRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 122 AMBIENTE S TRONIC;A3 SPORTBACK 1.4 TFSI 122 AMBIENTE S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 140 ATTRACTION S TRONIC;A3 SPORTBACK 1.4 TFSI 140 ATTRACTION S TRONIC
AUDI;A4;AVANT 2.0 TDI 150 MULTRONIC PI;A4 AVANT 2.0 TDI 150 MULTRONIC PI
AUDI;A6;ALLROAD 3.0 TDI 245 QUATTRO S TRONIC;A6 ALLROAD 3.0 TDI 245 QUATTRO S TRONIC
AUDI;RS7;SPORTBACK 4.0 TFSI 560 QUATTRO TIPTRONIC;RS7 SPORTBACK 4.0 TFSI 560 QUATTRO TIPTRONIC
AUDI;R8;4.2 FSI QUATTRO PI;R8 4.2 FSI QUATTRO PI
AUDI;A3;SEDAN 1.4 TFSI 140 ATTRACTION S TRONIC;A3 SEDAN 1.4 TFSI 140 ATTRACTION S TRONIC
AUDI;A3;SEDAN 1.4 TFSI 140 AMBIENTE S TRONIC;A3 SEDAN 1.4 TFSI 140 AMBIENTE S TRONIC
AUDI;A3;SPORTBACK 1.6 TDI 105 AMBITION S TRONIC;A3 SPORTBACK 1.6 TDI 105 AMBITION S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 140 AMBITION S TRONIC;A3 SPORTBACK 1.4 TFSI 140 AMBITION S TRONIC
AUDI;A3;SEDAN 1.6 TDI 105 AMBITION S TRONIC;A3 SEDAN 1.6 TDI 105 AMBITION S TRONIC
AUDI;A3;SEDAN 1.6 TDI 105 ATTRACTION S TRONIC;A3 SEDAN 1.6 TDI 105 ATTRACTION S TRONIC
AUDI;Q3;1.4 TFSI 150 S TRONIC;Q3 1.4 TFSI 150 S TRONIC
AUDI;A4;2.0 TFSI 225 QUATTRO STRONIC PI;A4 2.0 TFSI 225 QUATTRO STRONIC PI
AUDI;A4;AVANT 2.0 TFSI 225 QUATTRO STRONIC PI;A4 AVANT 2.0 TFSI 225 QUATTRO STRONIC PI
AUDI;A4;ALLROAD 2.0 TFSI 225 QUATTRO STRONIC PI;A4 ALLROAD 2.0 TFSI 225 QUATTRO STRONIC PI
AUDI;A5;COUPE 2.0 TFSI 225 QUATTRO STRONIC PI;A5 COUPE 2.0 TFSI 225 QUATTRO STRONIC PI
AUDI;A5;SPORTBACK 2.0 TFSI 225 QUATTRO STRONIC PI;A5 SPORTBACK 2.0 TFSI 225 QUATTRO STRONIC PI
AUDI;A5;CABRIO 2.0 TFSI 225 QUATTRO STRONIC PI;A5 CABRIO 2.0 TFSI 225 QUATTRO STRONIC PI
AUDI;A3;SPORTBACK 1.6 TDI 105 AMBIENTE STRONIC;A3 SPORTBACK 1.6 TDI 105 AMBIENTE STRONIC
AUDI;A3;SEDAN 1.4 TFSI 140 AMBITION STRONIC;A3 SEDAN 1.4 TFSI 140 AMBITION STRONIC
AUDI;S3;SEDAN 2.0 TFSI 280 QUATTRO STRONIC;S3 SEDAN 2.0 TFSI 280 QUATTRO STRONIC
AUDI;A3;CABRIO 1.4 TFSI 140 ATTRACTION S TRONIC;A3 CABRIO 1.4 TFSI 140 ATTRACTION S TRONIC
AUDI;A8;3.0 TDI 258 QUATTRO TIPTRONIC PI;A8 3.0 TDI 258 QUATTRO TIPTRONIC PI
AUDI;A8;3.0 TFSI 310 QUATTRO TIPTRONIC PI;A8 3.0 TFSI 310 QUATTRO TIPTRONIC PI
AUDI;A8;4.0 TFSI 435 QUATTRO TIPTRONIC PI;A8 4.0 TFSI 435 QUATTRO TIPTRONIC PI
AUDI;A8;4.2 TDI 385  QUATTRO TIPTRONIC PI;A8 4.2 TDI 385  QUATTRO TIPTRONIC PI
AUDI;S8;4.0 TFSI 520 QUATTRO TIPTRONIC PI;S8 4.0 TFSI 520 QUATTRO TIPTRONIC PI
AUDI;A8;L 3.0 TDI 258 QUATTRO TIPTRONIC PI;A8 L 3.0 TDI 258 QUATTRO TIPTRONIC PI
AUDI;A8;L 3.0 TFSI 310 QUATTRO TIPTRONIC PI;A8 L 3.0 TFSI 310 QUATTRO TIPTRONIC PI
AUDI;A8;L 4.0 TFSI 435 QUATTRO TIPTRONIC PI;A8 L 4.0 TFSI 435 QUATTRO TIPTRONIC PI
AUDI;A8;L 4.2 TDI 385 QUATTRO TIPTRONIC PI;A8 L 4.2 TDI 385 QUATTRO TIPTRONIC PI
AUDI;A8;L W12 6.3 FSI 500 QUATTRO TIPTRONIC PI;A8 L W12 6.3 FSI 500 QUATTRO TIPTRONIC PI
AUDI;A3;SEDAN 1.6 TDI AMBIENTE S TRONIC;A3 SEDAN 1.6 TDI AMBIENTE S TRONIC
AUDI;A3;1.4 TFSI 150 ATTRACTION S TRONIC;A3 1.4 TFSI 150 ATTRACTION S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 150 ATTRACTION S TRONIC;A3 SPORTBACK 1.4 TFSI 150 ATTRACTION S TRONIC
AUDI;A3;SEDAN 1.4 TFSI 150 ATTRACTION S TRONIC;A3 SEDAN 1.4 TFSI 150 ATTRACTION S TRONIC
AUDI;A3;CABRIO 1.4 TFSI 150 ATTRACTION S TRONIC;A3 CABRIO 1.4 TFSI 150 ATTRACTION S TRONIC
AUDI;Q5;2.0 TDI 190 QUATTRO S TRONIC PI;Q5 2.0 TDI 190 QUATTRO S TRONIC PI
AUDI;A3;SPORTBACK 1.4 TFSI 125 ATTRACTION S TRONIC;A3 SPORTBACK 1.4 TFSI 125 ATTRACTION S TRONIC
AUDI;A3;SEDAN 1.6 TDI 110 AMBIENTE S TRONIC;A3 SEDAN 1.6 TDI 110 AMBIENTE S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 125 AMBIENTE STRONIC;A3 SPORTBACK 1.4 TFSI 125 AMBIENTE STRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 125 AMBITION S TRONIC;A3 SPORTBACK 1.4 TFSI 125 AMBITION S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 150 AMBIENTE S TRONIC;A3 SPORTBACK 1.4 TFSI 150 AMBIENTE S TRONIC
AUDI;A3;SPORTBACK 1.4 TFSI 150 AMBITION S TRONIC;A3 SPORTBACK 1.4 TFSI 150 AMBITION S TRONIC
AUDI;A3;SPORTBACK 1.6 TDI 110 AMBIENTE S TRONIC;A3 SPORTBACK 1.6 TDI 110 AMBIENTE S TRONIC
AUDI;A3;SPORTBACK 1.6 TDI 110  AMBITION S TRONIC;A3 SPORTBACK 1.6 TDI 110  AMBITION S TRONIC
AUDI;A3;1.4 TFSI 125 AMBIENTE S TRONIC;A3 1.4 TFSI 125 AMBIENTE S TRONIC
AUDI;A3;1.4 TFSI 125 AMBITION S TRONIC;A3 1.4 TFSI 125 AMBITION S TRONIC
AUDI;A3;1.4 TFSI 150 AMBIENTE S TRONIC;A3 1.4 TFSI 150 AMBIENTE S TRONIC
AUDI;A3;1.4 TFSI 150 AMBITION S TRONIC;A3 1.4 TFSI 150 AMBITION S TRONIC
AUDI;A3;1.6 TDI 110 AMBIENTE S TRONIC;A3 1.6 TDI 110 AMBIENTE S TRONIC
AUDI;A3;1.6 TDI 110 AMBITION S TRONIC;A3 1.6 TDI 110 AMBITION S TRONIC
AUDI;A3;SEDAN 1.4 TFSI 125 AMBIENTE S TRONIC;A3 SEDAN 1.4 TFSI 125 AMBIENTE S TRONIC
AUDI;A3;SEDAN 1.4 TFSI 125 AMBITION S TRONIC;A3 SEDAN 1.4 TFSI 125 AMBITION S TRONIC
AUDI;A3;1.4 TFSI 125 ATTRACTION S TRONIC;A3 1.4 TFSI 125 ATTRACTION S TRONIC
AUDI;A3;SEDAN 1.4 TFSI 150 AMBIENTE S TRONIC;A3 SEDAN 1.4 TFSI 150 AMBIENTE S TRONIC
AUDI;A3;SEDAN 1.4 TFSI 150 AMBITION S TRONIC;A3 SEDAN 1.4 TFSI 150 AMBITION S TRONIC
AUDI;A3;CABRIOLET 1.4 TFSI 150 AMBIENTE S TRONIC;A3 CABRIOLET 1.4 TFSI 150 AMBIENTE S TRONIC
